"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","Y"
"2838",42,"admin.","single","secondary","no",277,"yes","no","unknown",14,"may",121,1,-1,0,"unknown","no"
"22538",32,"management","single","tertiary","no",0,"no","no","telephone",22,"aug",28,4,-1,0,"unknown","no"
"1664",31,"housemaid","married","secondary","no",0,"yes","no","unknown",9,"may",327,2,-1,0,"unknown","no"
"1914",43,"technician","single","secondary","no",336,"yes","no","unknown",9,"may",181,1,-1,0,"unknown","no"
"42104",39,"technician","married","tertiary","no",508,"no","no","cellular",2,"nov",154,3,-1,0,"unknown","no"
"12187",42,"technician","married","secondary","no",738,"no","no","unknown",20,"jun",20,3,-1,0,"unknown","no"
"23895",55,"admin.","married","secondary","no",0,"no","no","cellular",29,"aug",88,2,-1,0,"unknown","no"
"2899",43,"blue-collar","married","primary","no",887,"yes","no","unknown",14,"may",211,1,-1,0,"unknown","no"
"16724",38,"technician","married","secondary","no",69,"no","yes","cellular",24,"jul",915,2,-1,0,"unknown","no"
"45097",63,"retired","married","secondary","no",1495,"no","no","cellular",25,"oct",389,1,195,4,"other","yes"
"44848",27,"management","married","tertiary","no",802,"no","no","cellular",22,"sep",569,1,-1,0,"unknown","yes"
"19045",33,"management","married","tertiary","no",679,"no","no","cellular",5,"aug",1109,2,-1,0,"unknown","yes"
"21431",35,"technician","married","secondary","no",548,"no","no","cellular",18,"aug",457,11,-1,0,"unknown","no"
"41500",58,"management","married","tertiary","no",1227,"no","no","cellular",8,"sep",400,2,95,1,"success","yes"
"5212",28,"self-employed","single","secondary","no",131,"yes","no","unknown",23,"may",407,14,-1,0,"unknown","no"
"4448",32,"blue-collar","married","primary","no",0,"yes","no","unknown",20,"may",142,1,-1,0,"unknown","no"
"9582",47,"admin.","divorced","secondary","no",295,"yes","no","unknown",6,"jun",94,2,-1,0,"unknown","yes"
"39155",26,"blue-collar","single","primary","no",-887,"yes","no","cellular",18,"may",827,2,-1,0,"unknown","yes"
"7200",35,"blue-collar","married","secondary","no",809,"yes","yes","unknown",29,"may",60,1,-1,0,"unknown","no"
"3959",30,"technician","single","secondary","no",298,"yes","no","unknown",16,"may",164,2,-1,0,"unknown","no"
"36451",31,"technician","single","secondary","no",2377,"yes","no","cellular",11,"may",350,3,-1,0,"unknown","no"
"1417",43,"management","divorced","tertiary","no",388,"yes","no","unknown",8,"may",2087,2,-1,0,"unknown","yes"
"31557",50,"management","married","tertiary","no",414,"yes","no","cellular",3,"apr",707,1,302,3,"failure","yes"
"29082",38,"technician","married","secondary","no",10,"no","no","cellular",2,"feb",86,1,161,5,"other","no"
"26883",36,"unemployed","single","primary","no",0,"no","no","telephone",20,"nov",47,3,-1,0,"unknown","no"
"44628",33,"admin.","married","secondary","no",394,"yes","no","telephone",1,"sep",104,3,-1,0,"unknown","no"
"42942",45,"admin.","married","secondary","no",1206,"no","no","telephone",8,"feb",309,1,446,3,"failure","yes"
"44719",31,"technician","married","tertiary","no",3192,"yes","no","cellular",7,"sep",179,1,186,2,"failure","no"
"35573",43,"admin.","divorced","secondary","no",146,"yes","no","cellular",7,"may",274,3,358,2,"failure","no"
"33774",52,"management","married","secondary","no",5193,"no","no","cellular",23,"apr",477,2,-1,0,"unknown","no"
"16258",41,"technician","married","secondary","no",0,"no","yes","cellular",23,"jul",107,1,-1,0,"unknown","no"
"14754",25,"blue-collar","single","secondary","no",377,"no","no","cellular",15,"jul",1412,4,-1,0,"unknown","no"
"44389",34,"admin.","married","tertiary","no",0,"yes","yes","cellular",3,"aug",108,2,180,7,"failure","no"
"25685",32,"self-employed","married","tertiary","no",210,"yes","no","cellular",19,"nov",268,1,-1,0,"unknown","no"
"20195",43,"management","single","tertiary","no",0,"no","no","cellular",11,"aug",155,2,-1,0,"unknown","no"
"1676",28,"blue-collar","married","secondary","no",6,"yes","no","unknown",9,"may",254,1,-1,0,"unknown","no"
"33476",44,"blue-collar","married","unknown","no",3373,"yes","no","cellular",20,"apr",48,2,342,1,"failure","no"
"33983",37,"management","married","tertiary","no",5106,"no","no","cellular",30,"apr",244,1,-1,0,"unknown","yes"
"42924",52,"management","married","unknown","no",339,"no","no","telephone",5,"feb",124,7,-1,0,"unknown","no"
"11881",49,"blue-collar","married","primary","no",2,"yes","no","unknown",20,"jun",16,20,-1,0,"unknown","no"
"17833",60,"management","married","tertiary","no",6657,"yes","no","cellular",29,"jul",333,19,-1,0,"unknown","no"
"35837",57,"management","married","tertiary","no",830,"yes","yes","cellular",8,"may",662,1,367,1,"success","yes"
"20726",40,"technician","married","secondary","no",42,"no","no","cellular",13,"aug",1842,2,-1,0,"unknown","yes"
"32544",42,"blue-collar","married","primary","no",205,"yes","no","cellular",17,"apr",582,1,-1,0,"unknown","no"
"22544",36,"technician","divorced","secondary","no",433,"no","no","cellular",22,"aug",173,3,-1,0,"unknown","no"
"18457",44,"management","married","tertiary","no",4460,"no","no","telephone",31,"jul",168,2,-1,0,"unknown","no"
"31915",29,"admin.","married","tertiary","no",332,"no","no","cellular",9,"apr",179,1,-1,0,"unknown","yes"
"16523",59,"services","married","secondary","no",204,"no","no","cellular",23,"jul",286,2,-1,0,"unknown","no"
"30982",34,"blue-collar","single","primary","yes",81,"no","yes","cellular",9,"feb",44,2,-1,0,"unknown","no"
"18018",31,"technician","married","secondary","no",0,"yes","no","cellular",30,"jul",126,3,-1,0,"unknown","no"
"13231",37,"blue-collar","divorced","secondary","no",277,"no","yes","cellular",8,"jul",338,2,-1,0,"unknown","no"
"21205",31,"blue-collar","married","secondary","no",401,"no","no","cellular",14,"aug",96,3,-1,0,"unknown","no"
"17006",56,"housemaid","married","primary","no",871,"no","no","telephone",25,"jul",149,1,-1,0,"unknown","no"
"25471",38,"entrepreneur","married","tertiary","no",83,"yes","no","cellular",19,"nov",108,1,-1,0,"unknown","no"
"30138",53,"management","divorced","secondary","no",1355,"no","yes","cellular",4,"feb",447,2,196,8,"other","no"
"15349",29,"blue-collar","married","secondary","yes",-643,"yes","no","cellular",18,"jul",277,1,-1,0,"unknown","no"
"27241",35,"management","married","tertiary","no",365,"no","no","cellular",21,"nov",168,2,-1,0,"unknown","no"
"20717",38,"technician","single","secondary","no",4723,"yes","no","cellular",13,"aug",187,2,-1,0,"unknown","no"
"33124",39,"technician","married","secondary","no",834,"yes","yes","cellular",20,"apr",390,1,-1,0,"unknown","no"
"22846",33,"management","married","tertiary","no",130,"no","no","cellular",25,"aug",121,8,-1,0,"unknown","no"
"38590",34,"technician","married","secondary","no",656,"yes","no","cellular",15,"may",10,7,372,1,"other","no"
"10664",44,"technician","married","secondary","no",0,"no","no","unknown",16,"jun",78,1,-1,0,"unknown","no"
"27556",34,"management","single","tertiary","no",2633,"yes","no","cellular",21,"nov",705,6,-1,0,"unknown","yes"
"42246",47,"management","married","tertiary","no",4693,"no","yes","cellular",12,"nov",89,1,97,3,"success","yes"
"42335",59,"self-employed","married","tertiary","no",2013,"no","no","cellular",17,"nov",409,2,-1,0,"unknown","yes"
"21831",47,"technician","divorced","secondary","no",689,"no","no","cellular",20,"aug",64,2,-1,0,"unknown","no"
"41946",27,"blue-collar","single","secondary","no",3792,"no","no","cellular",22,"oct",504,1,183,2,"success","yes"
"28742",36,"unemployed","single","primary","no",4148,"no","no","cellular",30,"jan",193,3,-1,0,"unknown","no"
"12396",51,"services","married","secondary","no",144,"no","yes","unknown",27,"jun",153,2,-1,0,"unknown","no"
"42871",39,"services","married","secondary","no",2758,"no","no","cellular",4,"feb",658,3,-1,0,"unknown","yes"
"23393",36,"services","married","secondary","no",84,"no","no","cellular",27,"aug",206,3,-1,0,"unknown","no"
"4816",36,"technician","single","secondary","no",1053,"yes","no","unknown",21,"may",147,1,-1,0,"unknown","no"
"38720",42,"blue-collar","married","primary","no",-336,"yes","no","telephone",15,"may",12,6,-1,0,"unknown","no"
"35970",40,"services","married","primary","no",170,"yes","yes","cellular",8,"may",361,3,-1,0,"unknown","no"
"41911",46,"admin.","single","secondary","no",1693,"yes","no","cellular",20,"oct",427,1,-1,0,"unknown","yes"
"21087",40,"technician","single","secondary","no",591,"no","yes","cellular",14,"aug",87,6,-1,0,"unknown","no"
"25664",54,"management","married","tertiary","no",11246,"no","no","cellular",19,"nov",122,2,-1,0,"unknown","no"
"44785",28,"management","single","tertiary","no",1720,"no","no","cellular",14,"sep",230,1,91,4,"success","yes"
"33206",44,"blue-collar","single","secondary","no",0,"no","no","cellular",20,"apr",133,1,-1,0,"unknown","yes"
"17563",46,"management","married","secondary","no",10,"yes","no","cellular",29,"jul",122,7,-1,0,"unknown","no"
"24159",34,"management","married","tertiary","no",676,"no","no","telephone",11,"nov",486,1,-1,0,"unknown","yes"
"11105",29,"housemaid","married","secondary","no",1104,"yes","no","unknown",18,"jun",262,9,-1,0,"unknown","no"
"9699",28,"blue-collar","married","secondary","no",822,"yes","no","unknown",6,"jun",209,18,-1,0,"unknown","no"
"42609",70,"retired","married","primary","no",3230,"no","no","cellular",11,"jan",300,2,48,1,"failure","no"
"25370",34,"technician","single","tertiary","no",2047,"yes","no","cellular",18,"nov",72,2,113,5,"failure","no"
"43531",42,"self-employed","married","secondary","no",1216,"yes","no","cellular",23,"apr",296,1,521,1,"failure","yes"
"18652",46,"management","married","tertiary","no",4879,"no","no","cellular",31,"jul",195,3,-1,0,"unknown","no"
"40970",50,"services","married","secondary","no",3169,"no","no","cellular",13,"aug",399,1,430,1,"failure","yes"
"25605",32,"unemployed","single","tertiary","no",1611,"yes","no","cellular",19,"nov",175,1,180,2,"failure","no"
"24513",51,"self-employed","divorced","tertiary","no",1357,"yes","no","cellular",17,"nov",233,3,-1,0,"unknown","no"
"35865",40,"management","single","tertiary","no",-222,"yes","no","cellular",8,"may",291,1,337,1,"failure","no"
"44732",60,"unemployed","married","secondary","no",957,"no","no","cellular",8,"sep",246,1,184,3,"success","yes"
"14140",42,"management","married","tertiary","no",484,"yes","no","cellular",11,"jul",144,2,-1,0,"unknown","no"
"30002",38,"unemployed","married","tertiary","no",201,"no","no","cellular",4,"feb",209,1,-1,0,"unknown","no"
"11013",54,"technician","single","secondary","no",770,"no","no","unknown",17,"jun",89,2,-1,0,"unknown","no"
"38698",35,"technician","single","tertiary","no",13460,"yes","no","cellular",15,"may",1068,3,-1,0,"unknown","yes"
"37445",34,"blue-collar","married","primary","no",3,"yes","no","cellular",13,"may",369,2,-1,0,"unknown","no"
"30416",49,"blue-collar","married","primary","no",1,"no","yes","cellular",5,"feb",98,1,210,1,"other","no"
"8338",31,"blue-collar","single","secondary","yes",-575,"yes","no","unknown",2,"jun",153,9,-1,0,"unknown","no"
"38200",34,"management","single","tertiary","no",11350,"yes","no","cellular",15,"may",153,1,176,1,"failure","no"
"20918",32,"management","married","tertiary","no",1517,"no","no","cellular",13,"aug",202,3,-1,0,"unknown","no"
"3693",29,"admin.","single","secondary","no",-507,"yes","no","unknown",16,"may",286,1,-1,0,"unknown","no"
"15527",35,"entrepreneur","single","tertiary","no",145,"yes","no","cellular",18,"jul",799,2,-1,0,"unknown","yes"
"29449",29,"technician","single","tertiary","no",1669,"no","no","cellular",3,"feb",297,1,-1,0,"unknown","yes"
"22002",43,"technician","married","secondary","no",481,"no","no","cellular",20,"aug",196,2,-1,0,"unknown","no"
"30042",44,"technician","married","secondary","no",0,"no","yes","cellular",4,"feb",351,2,-1,0,"unknown","no"
"2956",40,"technician","single","unknown","no",3652,"yes","no","unknown",14,"may",1028,2,-1,0,"unknown","yes"
"44375",55,"technician","married","unknown","no",240,"yes","no","cellular",2,"aug",108,3,277,1,"success","yes"
"11260",43,"housemaid","married","secondary","no",5233,"no","no","unknown",18,"jun",108,2,-1,0,"unknown","no"
"19786",56,"management","divorced","tertiary","no",66721,"no","no","cellular",8,"aug",442,2,-1,0,"unknown","no"
"12699",59,"management","married","unknown","no",147,"no","no","cellular",7,"jul",119,3,-1,0,"unknown","no"
"41975",70,"unknown","married","tertiary","no",353,"no","no","cellular",26,"oct",110,2,-1,0,"unknown","no"
"44775",33,"services","married","secondary","no",2368,"no","no","unknown",13,"sep",5,1,-1,0,"unknown","no"
"17760",48,"blue-collar","divorced","secondary","no",1893,"no","no","telephone",29,"jul",538,3,-1,0,"unknown","no"
"38723",32,"self-employed","married","secondary","no",329,"yes","no","telephone",15,"may",166,4,-1,0,"unknown","no"
"43953",53,"entrepreneur","married","tertiary","no",1961,"no","no","cellular",18,"jun",91,2,185,1,"success","no"
"30866",28,"technician","single","secondary","no",313,"no","no","cellular",9,"feb",1183,2,-1,0,"unknown","yes"
"40280",26,"admin.","married","secondary","no",1595,"no","no","cellular",15,"jun",155,1,105,1,"failure","yes"
"35075",41,"blue-collar","married","primary","no",13,"yes","no","cellular",6,"may",358,2,306,1,"failure","no"
"41613",46,"management","single","secondary","no",5993,"no","no","cellular",22,"sep",159,1,112,1,"failure","no"
"35624",37,"services","married","secondary","no",4760,"yes","no","cellular",8,"may",182,2,169,2,"failure","no"
"14950",41,"self-employed","married","secondary","no",634,"yes","no","cellular",16,"jul",239,2,-1,0,"unknown","no"
"30181",58,"management","married","secondary","no",-382,"no","no","telephone",5,"feb",398,4,189,12,"success","no"
"19023",59,"retired","married","primary","no",1634,"yes","yes","cellular",5,"aug",836,1,-1,0,"unknown","yes"
"44675",39,"services","single","secondary","no",91,"no","no","cellular",3,"sep",213,1,185,1,"success","yes"
"32315",36,"admin.","single","secondary","no",1414,"yes","no","cellular",16,"apr",244,1,-1,0,"unknown","no"
"19493",58,"unemployed","married","secondary","no",2690,"no","no","cellular",7,"aug",142,2,-1,0,"unknown","no"
"10011",41,"management","single","tertiary","no",1113,"yes","yes","unknown",9,"jun",388,12,-1,0,"unknown","no"
"45193",29,"management","single","tertiary","no",765,"no","no","cellular",16,"nov",238,1,-1,0,"unknown","yes"
"26984",31,"blue-collar","married","primary","no",2198,"no","no","cellular",21,"nov",423,2,172,2,"failure","no"
"42044",51,"self-employed","single","secondary","no",0,"no","no","cellular",29,"oct",1707,2,-1,0,"unknown","yes"
"41954",38,"management","married","tertiary","no",4174,"no","no","cellular",23,"oct",336,2,184,5,"failure","yes"
"39388",29,"management","single","tertiary","no",265,"no","no","cellular",22,"may",491,1,-1,0,"unknown","yes"
"11672",39,"housemaid","married","primary","no",4899,"no","no","unknown",20,"jun",394,2,-1,0,"unknown","no"
"31453",41,"management","married","tertiary","no",1468,"yes","no","cellular",31,"mar",237,3,-1,0,"unknown","yes"
"33158",41,"blue-collar","married","secondary","no",1334,"yes","no","cellular",20,"apr",234,5,-1,0,"unknown","no"
"44663",22,"student","single","unknown","no",549,"no","no","cellular",2,"sep",154,1,-1,0,"unknown","no"
"41311",66,"retired","married","secondary","no",2048,"no","no","cellular",27,"aug",212,1,-1,0,"unknown","yes"
"18417",51,"technician","married","secondary","no",8758,"no","no","telephone",31,"jul",92,2,-1,0,"unknown","no"
"9974",39,"housemaid","divorced","secondary","no",7783,"no","no","unknown",9,"jun",108,2,-1,0,"unknown","no"
"15100",25,"services","married","secondary","no",10,"yes","no","cellular",17,"jul",114,1,-1,0,"unknown","no"
"25791",47,"admin.","divorced","secondary","no",1939,"yes","no","cellular",19,"nov",150,1,174,1,"failure","no"
"32913",29,"admin.","single","secondary","no",3432,"yes","no","cellular",17,"apr",139,2,-1,0,"unknown","no"
"39977",39,"admin.","married","secondary","no",150,"no","no","cellular",3,"jun",296,4,-1,0,"unknown","yes"
"38735",37,"blue-collar","married","secondary","no",2016,"yes","yes","cellular",18,"may",20,6,-1,0,"unknown","no"
"5762",41,"blue-collar","married","secondary","yes",-651,"yes","yes","unknown",26,"may",374,1,-1,0,"unknown","no"
"4090",50,"services","divorced","secondary","no",256,"yes","no","unknown",19,"may",316,2,-1,0,"unknown","no"
"26952",37,"technician","single","tertiary","no",6889,"yes","no","cellular",21,"nov",1221,1,-1,0,"unknown","no"
"39057",30,"self-employed","single","unknown","no",-142,"yes","no","cellular",18,"may",144,1,-1,0,"unknown","no"
"18859",42,"technician","married","tertiary","no",1619,"no","no","cellular",4,"aug",148,1,-1,0,"unknown","no"
"23752",30,"technician","single","secondary","no",1286,"no","no","telephone",28,"aug",44,12,-1,0,"unknown","no"
