"year","age","maritl","race","education","jobclass","wage"
2004,52,"4. Divorced","1. White","3. Some College","2. Information",115.375038556391
2004,23,"1. Never Married","1. White","1. < HS Grad","1. Industrial",72.1504556815713
2003,65,"2. Married","1. White","1. < HS Grad","1. Industrial",NA
2005,27,"1. Never Married","1. White","4. College Grad","1. Industrial",127.115743812184
2004,33,"2. Married","1. White","1. < HS Grad","2. Information",20.9343779401018
2008,49,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2008,27,"1. Never Married","1. White","3. Some College","1. Industrial",102.870246933215
2008,48,"4. Divorced","1. White","2. HS Grad","1. Industrial",NA
2005,38,"1. Never Married","1. White","3. Some College","1. Industrial",97.4932940453934
2008,58,"2. Married","1. White","3. Some College","1. Industrial",104.921506533664
2003,40,"2. Married","3. Asian","5. Advanced Degree","1. Industrial",115.375038556391
2007,46,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2009,53,"2. Married","2. Black","3. Some College","2. Information",123.089699847943
2009,25,"1. Never Married","2. Black","5. Advanced Degree","2. Information",118.884359339886
2003,42,"2. Married","1. White","3. Some College","2. Information",96.3706528322308
2004,40,"1. Never Married","1. White","2. HS Grad","1. Industrial",NA
2006,35,"2. Married","1. White","2. HS Grad","2. Information",127.115743812184
2005,50,"5. Separated","1. White","2. HS Grad","2. Information",NA
2004,34,"2. Married","1. White","3. Some College","1. Industrial",81.2832532842527
2009,48,"2. Married","1. White","2. HS Grad","2. Information",102.870246933215
2004,49,"2. Married","1. White","5. Advanced Degree","2. Information",111.720849360989
2009,41,"2. Married","3. Asian","4. College Grad","2. Information",94.0727147457005
2004,37,"2. Married","3. Asian","4. College Grad","2. Information",127.115743812184
2003,58,"2. Married","1. White","3. Some College","2. Information",104.921506533664
2006,28,"1. Never Married","2. Black","2. HS Grad","1. Industrial",68.111994065327
2003,33,"2. Married","1. White","2. HS Grad","1. Industrial",128.680488220624
2003,50,"2. Married","1. White","3. Some College","1. Industrial",143.92735936583
2009,38,"2. Married","1. White","2. HS Grad","2. Information",103.90247060316
2003,48,"2. Married","1. White","2. HS Grad","1. Industrial",91.6992261117042
2008,30,"2. Married","1. White","3. Some College","1. Industrial",95.2307125669819
2006,49,"2. Married","1. White","5. Advanced Degree","2. Information",138.299126920883
2005,44,"2. Married","1. White","4. College Grad","2. Information",118.55677641507
2009,50,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2009,58,"2. Married","3. Asian","4. College Grad","2. Information",114.475713290347
2004,45,"1. Never Married","1. White","4. College Grad","2. Information",150.01328628271
2005,44,"2. Married","1. White","3. Some College","2. Information",97.4932940453934
2005,35,"4. Divorced","1. White","4. College Grad","2. Information",NA
2005,59,"2. Married","1. White","2. HS Grad","2. Information",81.2832532842527
2009,45,"2. Married","1. White","2. HS Grad","2. Information",130.982177377461
2004,51,"2. Married","1. White","4. College Grad","1. Industrial",150.962783462143
2006,61,"2. Married","1. White","3. Some College","2. Information",130.982177377461
2008,45,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2003,34,"1. Never Married","1. White","4. College Grad","1. Industrial",90.4819133566401
2007,33,"2. Married","1. White","4. College Grad","2. Information",113.567089569751
2005,45,"2. Married","1. White","2. HS Grad","2. Information",NA
2009,50,"1. Never Married","1. White","5. Advanced Degree","2. Information",157.700527725737
2006,50,"2. Married","1. White","2. HS Grad","2. Information",109.833985642199
2005,39,"2. Married","1. White","3. Some College","2. Information",84.0459576539924
2009,26,"1. Never Married","1. White","4. College Grad","2. Information",160.643638171791
2007,49,"2. Married","1. White","2. HS Grad","1. Industrial",47.9055670370271
2003,20,"1. Never Married","1. White","2. HS Grad","1. Industrial",NA
2003,31,"2. Married","1. White","4. College Grad","1. Industrial",81.2832532842527
2007,49,"2. Married","1. White","2. HS Grad","2. Information",87.9810327856054
2007,56,"1. Never Married","2. Black","2. HS Grad","1. Industrial",87.9810327856054
2005,61,"2. Married","1. White","4. College Grad","2. Information",143.808556824369
2005,56,"5. Separated","1. White","2. HS Grad","2. Information",NA
2009,51,"2. Married","1. White","4. College Grad","2. Information",118.884359339886
2004,42,"2. Married","1. White","1. < HS Grad","1. Industrial",NA
2004,45,"2. Married","1. White","4. College Grad","1. Industrial",272.294783220064
2006,30,"2. Married","1. White","5. Advanced Degree","2. Information",105.375892660271
2005,48,"1. Never Married","1. White","4. College Grad","2. Information",69.0108766220885
2009,33,"2. Married","1. White","5. Advanced Degree","1. Industrial",87.9810327856054
2007,50,"2. Married","1. White","3. Some College","2. Information",89.2428846644714
2003,31,"2. Married","3. Asian","5. Advanced Degree","2. Information",171.765132627508
2003,48,"2. Married","1. White","4. College Grad","1. Industrial",133.232350826567
2005,35,"2. Married","1. White","5. Advanced Degree","2. Information",200.543262324662
2009,47,"2. Married","2. Black","3. Some College","1. Industrial",92.8958447894966
2007,45,"2. Married","1. White","4. College Grad","1. Industrial",148.413159102577
2009,52,"2. Married","1. White","2. HS Grad","1. Industrial",119.742556289908
2007,46,"2. Married","1. White","2. HS Grad","1. Industrial",82.6796372966372
2007,47,"2. Married","3. Asian","4. College Grad","2. Information",105.927810775063
2009,49,"2. Married","1. White","2. HS Grad","1. Industrial",267.901086855275
2007,36,"2. Married","1. White","1. < HS Grad","1. Industrial",NA
2005,51,"2. Married","1. White","4. College Grad","1. Industrial",NA
2008,46,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2004,37,"2. Married","3. Asian","4. College Grad","2. Information",148.413159102577
2005,23,"1. Never Married","1. White","3. Some College","1. Industrial",65.1108537153447
2008,43,"2. Married","1. White","4. College Grad","1. Industrial",104.921506533664
2006,34,"2. Married","3. Asian","4. College Grad","2. Information",78.3924668009837
2008,58,"2. Married","1. White","2. HS Grad","1. Industrial",139.213788138664
2009,44,"1. Never Married","3. Asian","4. College Grad","2. Information",112.6488963421
2008,61,"2. Married","1. White","4. College Grad","2. Information",79.8549003093467
2005,40,"4. Divorced","1. White","1. < HS Grad","1. Industrial",NA
2003,37,"2. Married","1. White","3. Some College","2. Information",111.720849360989
2003,33,"2. Married","1. White","2. HS Grad","2. Information",104.921506533664
2004,38,"2. Married","1. White","3. Some College","2. Information",176.989650489877
2006,41,"2. Married","1. White","2. HS Grad","2. Information",99.6894636984864
2005,30,"2. Married","2. Black","2. HS Grad","1. Industrial",104.921506533664
2003,51,"2. Married","1. White","1. < HS Grad","1. Industrial",70.8150386167557
2003,39,"1. Never Married","1. White","3. Some College","1. Industrial",94.0727147457005
2006,56,"2. Married","2. Black","3. Some College","2. Information",127.115743812184
2007,44,"1. Never Married","1. White","2. HS Grad","1. Industrial",97.4932940453934
2005,51,"4. Divorced","1. White","5. Advanced Degree","2. Information",NA
2006,35,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2009,27,"1. Never Married","1. White","2. HS Grad","1. Industrial",65.1108537153447
2003,NA,"2. Married","1. White","3. Some College","1. Industrial",146.462838515063
2007,51,"2. Married","3. Asian","3. Some College","2. Information",81.2832532842527
2006,41,"2. Married","1. White","2. HS Grad","1. Industrial",127.115743812184
2005,63,"2. Married","1. White","1. < HS Grad","1. Industrial",NA
2009,61,"1. Never Married","1. White","2. HS Grad","2. Information",NA
2004,46,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2009,33,"1. Never Married","1. White","3. Some College","1. Industrial",79.8549003093467
2009,35,"5. Separated","1. White","1. < HS Grad","2. Information",NA
2003,28,"2. Married","1. White","5. Advanced Degree","2. Information",87.9810327856054
2007,50,"2. Married","3. Asian","3. Some College","1. Industrial",118.884359339886
2007,41,"2. Married","1. White","5. Advanced Degree","2. Information",284.524740902214
2008,23,"2. Married","1. White","4. College Grad","1. Industrial",118.884359339886
2004,45,"2. Married","1. White","3. Some College","2. Information",106.921814091211
2007,63,"2. Married","1. White","5. Advanced Degree","1. Industrial",100.013486924706
2006,59,"2. Married","2. Black","3. Some College","2. Information",108.874525834712
2005,30,"2. Married","1. White","4. College Grad","2. Information",114.475713290347
2003,30,"2. Married","1. White","5. Advanced Degree","2. Information",115.375038556391
2007,45,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2005,42,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2009,57,"2. Married","1. White","1. < HS Grad","1. Industrial",106.921814091211
2003,52,"4. Divorced","1. White","3. Some College","1. Industrial",NA
2003,54,"2. Married","1. White","3. Some College","2. Information",115.182455126581
2005,30,"2. Married","1. White","3. Some College","2. Information",103.90247060316
2003,47,"2. Married","1. White","4. College Grad","1. Industrial",184.469464222499
2003,38,"1. Never Married","1. White","3. Some College","2. Information",314.32933644529
2003,47,"2. Married","1. White","3. Some College","2. Information",99.6894636984864
2008,39,"1. Never Married","1. White","4. College Grad","1. Industrial",128.680488220624
2005,50,"2. Married","1. White","2. HS Grad","1. Industrial",87.9810327856054
2003,47,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2004,45,"2. Married","1. White","2. HS Grad","1. Industrial",99.6894636984864
2007,44,"2. Married","1. White","1. < HS Grad","2. Information",118.884359339886
2003,52,"2. Married","1. White","2. HS Grad","1. Industrial",92.1611220323496
2004,42,"2. Married","1. White","4. College Grad","1. Industrial",127.115743812184
2004,18,"1. Never Married","1. White","1. < HS Grad","1. Industrial",NA
2006,56,"2. Married","1. White","4. College Grad","2. Information",109.833985642199
2004,50,"2. Married","3. Asian","5. Advanced Degree","2. Information",82.6796372966372
2006,50,NA,"1. White","5. Advanced Degree","2. Information",277.79948020565
2006,53,"1. Never Married","1. White","3. Some College","2. Information",99.6894636984864
2009,38,"2. Married","1. White","5. Advanced Degree","1. Industrial",176.989650489877
2004,27,"1. Never Married","1. White","1. < HS Grad","2. Information",84.0459576539924
2004,56,"2. Married","1. White","5. Advanced Degree","2. Information",163.515863976238
2003,50,"2. Married","1. White","5. Advanced Degree","2. Information",81.2832532842527
2003,56,"2. Married","1. White","4. College Grad","1. Industrial",130.982177377461
2007,50,"2. Married","1. White","1. < HS Grad","1. Industrial",127.115743812184
2005,49,"1. Never Married","1. White","2. HS Grad","2. Information",72.1504556815713
2005,42,"1. Never Married","1. White","3. Some College","1. Industrial",104.921506533664
2009,50,"2. Married",NA,"5. Advanced Degree","1. Industrial",186.876677628007
2003,53,"2. Married","1. White","4. College Grad","2. Information",176.989650489877
2007,28,"2. Married","1. White","2. HS Grad","1. Industrial",139.703071527658
2003,45,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2009,24,"1. Never Married","1. White","2. HS Grad","2. Information",66.2294082943902
2003,25,"1. Never Married","1. White","1. < HS Grad","1. Industrial",NA
2004,38,"2. Married","1. White","4. College Grad","1. Industrial",104.921506533664
2009,47,"2. Married","1. White","4. College Grad","1. Industrial",109.833985642199
2003,38,"2. Married","1. White","4. College Grad","1. Industrial",154.68529299563
2007,33,"2. Married","1. White","3. Some College","2. Information",106.921814091211
2006,39,"2. Married","1. White","5. Advanced Degree","2. Information",277.79948020565
2005,52,"4. Divorced","1. White","2. HS Grad","1. Industrial",NA
2005,46,"4. Divorced","1. White","2. HS Grad","1. Industrial",NA
2004,42,"2. Married","1. White","2. HS Grad","2. Information",106.921814091211
2003,61,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2005,32,"1. Never Married","1. White","2. HS Grad","1. Industrial",81.2832532842527
2009,42,"4. Divorced","2. Black","2. HS Grad","2. Information",NA
2006,61,"2. Married","1. White","5. Advanced Degree","2. Information",196.125272594255
2009,27,"2. Married","1. White","2. HS Grad","1. Industrial",NA
2008,45,"2. Married","1. White","5. Advanced Degree","1. Industrial",200.543262324662
2003,58,"2. Married","1. White","4. College Grad","2. Information",32.3664131748549
2007,25,"1. Never Married","1. White","4. College Grad","1. Industrial",104.921506533664
2007,34,"2. Married","1. White","1. < HS Grad","1. Industrial",100.764272842107
2005,44,"2. Married","2. Black","3. Some College","2. Information",85.3839403789827
2007,40,"2. Married","1. White","3. Some College","2. Information",82.6796372966372
2007,51,"2. Married","2. Black","4. College Grad","1. Industrial",97.4932940453934
2003,50,"2. Married","1. White","5. Advanced Degree","2. Information",121.010826565755
2009,64,"2. Married","1. White","4. College Grad","2. Information",133.971500070695
2003,54,"2. Married","1. White","3. Some College","1. Industrial",148.413159102577
2008,42,"1. Never Married","1. White","4. College Grad",NA,104.921506533664
2007,31,"2. Married","3. Asian","2. HS Grad","1. Industrial",81.2832532842527
2003,25,"1. Never Married","1. White","4. College Grad","1. Industrial",90.4819133566401
2006,32,"2. Married","1. White","3. Some College","1. Industrial",106.921814091211
2007,51,"2. Married","1. White","1. < HS Grad","2. Information",114.475713290347
